transaction_id,timestamp,transaction_type,amount,day_of_week,source
U60049,2024-06-07 16:25:29,P2P,170.0,Friday,upi
U205367,2024-06-07 16:26:03,P2M,312.0,Friday,upi
U78682,2024-06-07 16:28:14,P2P,2990.0,Friday,upi
U84170,2024-06-07 16:29:51,Bill Payment,1590.0,Friday,upi
U142994,2024-06-07 16:35:11,P2P,1364.0,Friday,upi
U110024,2024-06-07 16:36:52,P2P,222.0,Friday,upi
U153941,2024-06-07 16:39:16,P2M,568.0,Friday,upi
U234764,2024-06-07 16:43:15,P2P,1880.0,Friday,upi
U82537,2024-06-07 16:43:19,P2M,90.0,Friday,upi
U208286,2024-06-07 16:43:45,P2P,49.0,Friday,upi
U128270,2024-06-07 16:45:34,P2M,2034.0,Friday,upi
U207808,2024-06-07 16:47:11,P2M,188.0,Friday,upi
U117023,2024-06-07 16:49:26,P2M,600.0,Friday,upi
U175342,2024-06-07 16:50:14,P2M,893.0,Friday,upi
U230543,2024-06-07 16:51:08,Bill Payment,2585.0,Friday,upi
U59607,2024-06-07 16:52:29,P2M,270.0,Friday,upi
U55717,2024-06-07 16:52:50,P2M,580.0,Friday,upi
U207571,2024-06-07 16:53:56,P2M,71.0,Friday,upi
U204297,2024-06-07 16:54:01,P2P,1773.0,Friday,upi
U161601,2024-06-07 16:54:41,Bill Payment,339.0,Friday,upi
U168599,2024-06-07 16:56:07,P2M,3890.0,Friday,upi
U67762,2024-06-07 17:02:54,P2P,89.0,Friday,upi
U179915,2024-06-07 17:03:25,Bill Payment,707.0,Friday,upi
U238484,2024-06-07 17:03:57,Bill Payment,607.0,Friday,upi
U21414,2024-06-07 17:08:19,P2P,472.0,Friday,upi
U61245,2024-06-07 17:08:41,P2M,406.0,Friday,upi
U164085,2024-06-07 17:08:41,Bill Payment,449.0,Friday,upi
U116522,2024-06-07 17:09:33,P2M,2581.0,Friday,upi
U46043,2024-06-07 17:10:25,Bill Payment,553.0,Friday,upi
U24727,2024-06-07 17:10:27,Bill Payment,268.0,Friday,upi
U164471,2024-06-07 17:10:48,P2M,361.0,Friday,upi
U34216,2024-06-07 17:13:23,P2M,312.0,Friday,upi
U231795,2024-06-07 17:16:35,P2P,4082.0,Friday,upi
U78501,2024-06-07 17:16:46,P2P,3173.0,Friday,upi
U89554,2024-06-07 17:18:36,P2M,762.0,Friday,upi
U53195,2024-06-07 17:19:09,P2P,948.0,Friday,upi
U72890,2024-06-07 17:20:08,P2P,1558.0,Friday,upi
U129855,2024-06-07 17:20:25,P2P,658.0,Friday,upi
U186570,2024-06-07 17:23:16,P2M,2522.0,Friday,upi
U169033,2024-06-07 17:24:23,P2P,1555.0,Friday,upi
U131600,2024-06-07 17:24:55,Bill Payment,118.0,Friday,upi
U35611,2024-06-07 17:25:20,P2P,250.0,Friday,upi
U204536,2024-06-07 17:26:22,P2P,643.0,Friday,upi
U101873,2024-06-07 17:32:13,P2M,2560.0,Friday,upi
U44949,2024-06-07 17:34:19,Bill Payment,3944.0,Friday,upi
U69041,2024-06-07 17:34:37,Bill Payment,573.0,Friday,upi
U14872,2024-06-07 17:34:37,P2P,790.0,Friday,upi
U68469,2024-06-07 17:34:58,P2P,152.0,Friday,upi
U106402,2024-06-07 17:35:24,Bill Payment,608.0,Friday,upi
U93823,2024-06-07 17:38:23,P2P,886.0,Friday,upi
U77455,2024-06-07 17:39:25,Bill Payment,2656.0,Friday,upi
U62013,2024-06-07 17:41:17,P2P,2069.0,Friday,upi
U51243,2024-06-07 17:45:30,Bill Payment,165.0,Friday,upi
U21679,2024-06-07 17:46:00,P2M,968.0,Friday,upi
U12450,2024-06-07 17:46:13,P2M,307.0,Friday,upi
U80573,2024-06-07 17:46:22,P2P,2012.0,Friday,upi
U103767,2024-06-07 17:46:24,P2P,248.0,Friday,upi
U142236,2024-06-07 17:46:36,P2M,4935.0,Friday,upi
U104564,2024-06-07 17:47:34,P2P,1380.0,Friday,upi
U136674,2024-06-07 17:49:24,P2M,591.0,Friday,upi
U220003,2024-06-07 17:49:41,P2P,235.0,Friday,upi
U74437,2024-06-07 17:52:13,Bill Payment,166.0,Friday,upi
U248862,2024-06-07 17:53:09,P2P,2004.0,Friday,upi
U170247,2024-06-07 17:53:32,P2M,4107.0,Friday,upi
U12465,2024-06-07 17:55:09,Bill Payment,1406.0,Friday,upi
U213912,2024-06-07 17:57:57,P2M,856.0,Friday,upi
U101178,2024-06-07 17:58:14,P2P,3599.0,Friday,upi
U148760,2024-06-07 17:58:37,P2P,123.0,Friday,upi
U67270,2024-06-07 17:59:49,Bill Payment,991.0,Friday,upi
U59348,2024-06-07 18:00:52,P2P,2730.0,Friday,upi
U164673,2024-06-07 18:01:01,P2P,1178.0,Friday,upi
U29610,2024-06-07 18:02:05,P2M,444.0,Friday,upi
U20523,2024-06-07 18:03:47,P2P,511.0,Friday,upi
U23374,2024-06-07 18:07:31,P2P,155.0,Friday,upi
U37991,2024-06-07 18:08:55,Bill Payment,405.0,Friday,upi
U126567,2024-06-07 18:10:52,P2P,1042.0,Friday,upi
U15968,2024-06-07 18:12:53,P2P,769.0,Friday,upi
U188306,2024-06-07 18:13:13,P2M,770.0,Friday,upi
U42991,2024-06-07 18:14:32,P2P,785.0,Friday,upi
U185130,2024-06-07 18:15:22,P2M,424.0,Friday,upi
U220856,2024-06-07 18:18:54,P2M,290.0,Friday,upi
U120666,2024-06-07 18:19:24,P2P,580.0,Friday,upi
U113052,2024-06-07 18:20:39,Recharge,317.0,Friday,upi
U16314,2024-06-07 18:22:27,P2P,439.0,Friday,upi
U220275,2024-06-07 18:23:33,Bill Payment,1516.0,Friday,upi
U32906,2024-06-07 18:24:39,Bill Payment,882.0,Friday,upi
U113489,2024-06-07 18:25:37,P2P,1320.0,Friday,upi
U115321,2024-06-07 18:25:39,P2M,421.0,Friday,upi
U140564,2024-06-07 18:26:22,P2P,78.0,Friday,upi
U130402,2024-06-07 18:26:24,P2M,2983.0,Friday,upi
U74379,2024-06-07 18:27:13,P2P,380.0,Friday,upi
U173408,2024-06-07 18:27:18,Bill Payment,850.0,Friday,upi
U206049,2024-06-07 18:27:40,P2P,1695.0,Friday,upi
W3983,2024-06-07 18:28:00,P2M,570.94,Friday,wallet
U6014,2024-06-07 18:29:18,P2M,261.0,Friday,upi
U88121,2024-06-07 18:31:29,P2M,2325.0,Friday,upi
U116801,2024-06-07 18:31:32,Bill Payment,553.0,Friday,upi
U67216,2024-06-07 18:32:50,Bill Payment,313.0,Friday,upi
U38389,2024-06-07 18:36:35,P2P,1489.0,Friday,upi
U214645,2024-06-07 18:36:46,P2P,1507.0,Friday,upi
U100961,2024-06-07 18:37:01,P2P,633.0,Friday,upi
U135021,2024-06-07 18:37:24,P2P,121.0,Friday,upi
U23124,2024-06-07 18:37:29,Recharge,979.0,Friday,upi
U202512,2024-06-07 18:38:35,P2P,2342.0,Friday,upi
U188165,2024-06-07 18:40:08,P2M,4979.0,Friday,upi
U31366,2024-06-07 18:43:59,P2M,718.0,Friday,upi
U166989,2024-06-07 18:44:08,P2M,693.0,Friday,upi
U175871,2024-06-07 18:45:03,P2P,1468.0,Friday,upi
U10100,2024-06-07 18:48:09,P2M,208.0,Friday,upi
U180850,2024-06-07 18:48:10,P2P,796.0,Friday,upi
U35141,2024-06-07 18:50:21,P2P,840.0,Friday,upi
U228918,2024-06-07 18:52:03,P2M,1257.0,Friday,upi
U153804,2024-06-07 18:52:11,P2M,289.0,Friday,upi
U86971,2024-06-07 18:52:52,P2M,397.0,Friday,upi
U7678,2024-06-07 18:53:54,P2M,2330.0,Friday,upi
U128951,2024-06-07 18:55:07,P2P,203.0,Friday,upi
U78052,2024-06-07 18:55:48,P2P,186.0,Friday,upi
U72369,2024-06-07 18:56:16,Bill Payment,1081.0,Friday,upi
U50863,2024-06-07 18:56:16,Bill Payment,3452.0,Friday,upi
U246340,2024-06-07 18:59:03,P2M,72.0,Friday,upi
U83050,2024-06-07 19:00:45,Bill Payment,766.0,Friday,upi
U70637,2024-06-07 19:01:57,Recharge,554.0,Friday,upi
U156648,2024-06-07 19:02:21,P2M,407.0,Friday,upi
U91940,2024-06-07 19:03:49,P2M,868.0,Friday,upi
U158982,2024-06-07 19:06:08,P2P,2054.0,Friday,upi
U160865,2024-06-07 19:06:14,P2M,2419.0,Friday,upi
U23302,2024-06-07 19:10:04,Recharge,299.0,Friday,upi
U72309,2024-06-07 19:10:06,Bill Payment,213.0,Friday,upi
U98916,2024-06-07 19:11:21,P2M,762.0,Friday,upi
U204648,2024-06-07 19:13:44,P2M,1137.0,Friday,upi
U21452,2024-06-07 19:15:21,P2P,3716.0,Friday,upi
U218368,2024-06-07 19:15:22,P2P,1278.0,Friday,upi
U137168,2024-06-07 19:16:16,P2M,718.0,Friday,upi
U187129,2024-06-07 19:16:20,P2M,357.0,Friday,upi
U55302,2024-06-07 19:16:55,P2M,550.0,Friday,upi
U206182,2024-06-07 19:17:04,P2P,919.0,Friday,upi
U59356,2024-06-07 19:18:19,Bill Payment,978.0,Friday,upi
U237075,2024-06-07 19:20:54,Bill Payment,1004.0,Friday,upi
U108134,2024-06-07 19:21:25,P2M,206.0,Friday,upi
U204136,2024-06-07 19:22:40,P2M,895.0,Friday,upi
U1235,2024-06-07 19:24:56,P2P,2371.0,Friday,upi
U52300,2024-06-07 19:25:01,P2P,1063.0,Friday,upi
U138184,2024-06-07 19:25:43,P2M,101.0,Friday,upi
U104632,2024-06-07 19:26:01,P2M,1285.0,Friday,upi
U168201,2024-06-07 19:26:09,P2P,560.0,Friday,upi
U32944,2024-06-07 19:27:04,P2M,2245.0,Friday,upi
U80626,2024-06-07 19:27:57,P2M,1559.0,Friday,upi
U191148,2024-06-07 19:30:54,P2M,501.0,Friday,upi
U108181,2024-06-07 19:31:07,Recharge,482.0,Friday,upi
U98300,2024-06-07 19:31:31,P2P,255.0,Friday,upi
U111972,2024-06-07 19:34:40,P2M,337.0,Friday,upi
U153374,2024-06-07 19:35:15,P2M,2595.0,Friday,upi
U167626,2024-06-07 19:37:42,P2M,165.0,Friday,upi
U112061,2024-06-07 19:37:46,Bill Payment,2040.0,Friday,upi
U195430,2024-06-07 19:37:55,P2M,2149.0,Friday,upi
U203998,2024-06-07 19:40:18,P2P,3110.0,Friday,upi
U86085,2024-06-07 19:40:37,P2M,693.0,Friday,upi
U54467,2024-06-07 19:40:41,P2P,274.0,Friday,upi
U220930,2024-06-07 19:41:56,Bill Payment,1386.0,Friday,upi
U91546,2024-06-07 19:44:51,Bill Payment,1210.0,Friday,upi
U179567,2024-06-07 19:45:12,P2P,342.0,Friday,upi
U17198,2024-06-07 19:45:29,P2P,404.0,Friday,upi
U16481,2024-06-07 19:46:44,Recharge,588.0,Friday,upi
U78335,2024-06-07 19:47:36,P2P,1855.0,Friday,upi
U73349,2024-06-07 19:47:47,Recharge,693.0,Friday,upi
U35254,2024-06-07 19:47:50,P2P,133.0,Friday,upi
U216658,2024-06-07 19:48:48,P2P,738.0,Friday,upi
U55627,2024-06-07 19:50:35,P2P,676.0,Friday,upi
U225943,2024-06-07 19:53:06,P2M,2635.0,Friday,upi
U101918,2024-06-07 19:53:34,P2P,329.0,Friday,upi
U121773,2024-06-07 19:53:56,P2M,695.0,Friday,upi
U139152,2024-06-07 19:54:13,Bill Payment,266.0,Friday,upi
U143246,2024-06-07 19:54:30,Recharge,329.0,Friday,upi
U75364,2024-06-07 19:55:34,P2P,186.0,Friday,upi
U21522,2024-06-07 19:56:16,P2P,516.0,Friday,upi
U61203,2024-06-07 19:56:18,P2P,2314.0,Friday,upi
U153117,2024-06-07 19:57:42,P2P,513.0,Friday,upi
U30236,2024-06-07 19:57:56,P2M,424.0,Friday,upi
U151019,2024-06-07 19:58:15,P2M,203.0,Friday,upi
U12445,2024-06-07 19:58:49,P2M,311.0,Friday,upi
U125376,2024-06-07 19:59:04,Bill Payment,80.0,Friday,upi
U188500,2024-06-07 20:00:05,P2M,115.0,Friday,upi
U146251,2024-06-07 20:00:36,Bill Payment,406.0,Friday,upi
U231139,2024-06-07 20:02:50,P2P,295.0,Friday,upi
U68452,2024-06-07 20:02:53,P2P,314.0,Friday,upi
U164438,2024-06-07 20:02:54,P2M,550.0,Friday,upi
U169510,2024-06-07 20:03:44,P2P,239.0,Friday,upi
U27811,2024-06-07 20:07:45,P2P,120.0,Friday,upi
U125204,2024-06-07 20:11:47,P2M,422.0,Friday,upi
U162504,2024-06-07 20:12:28,P2P,166.0,Friday,upi
U224316,2024-06-07 20:15:19,P2P,478.0,Friday,upi
U240215,2024-06-07 20:16:39,P2M,1573.0,Friday,upi
U172511,2024-06-07 20:19:57,Recharge,2265.0,Friday,upi
U107690,2024-06-07 20:20:08,P2P,53.0,Friday,upi
U45841,2024-06-07 20:22:44,P2M,445.0,Friday,upi
U134500,2024-06-07 20:23:15,P2P,1167.0,Friday,upi
U25008,2024-06-07 20:23:24,P2P,167.0,Friday,upi
U102643,2024-06-07 20:26:25,P2M,341.0,Friday,upi
U99419,2024-06-07 20:26:39,P2P,461.0,Friday,upi
U152294,2024-06-07 20:26:43,P2M,346.0,Friday,upi
U164619,2024-06-07 20:28:47,P2P,423.0,Friday,upi
U49299,2024-06-07 20:28:47,P2P,844.0,Friday,upi
U119876,2024-06-07 20:29:19,Recharge,1670.0,Friday,upi
U34990,2024-06-07 20:29:20,P2P,495.0,Friday,upi
U94488,2024-06-07 20:31:37,P2M,85.0,Friday,upi
U168122,2024-06-07 20:32:09,Bill Payment,2238.0,Friday,upi
U9416,2024-06-07 20:32:36,P2P,1811.0,Friday,upi
U13839,2024-06-07 20:34:45,P2P,873.0,Friday,upi
U92714,2024-06-07 20:35:05,Bill Payment,65.0,Friday,upi
U118669,2024-06-07 20:35:50,P2M,818.0,Friday,upi
U190704,2024-06-07 20:36:45,P2M,573.0,Friday,upi
U80254,2024-06-07 20:37:47,P2M,146.0,Friday,upi
U99071,2024-06-07 20:38:10,P2P,205.0,Friday,upi
U196321,2024-06-07 20:41:30,P2P,1698.0,Friday,upi
U83259,2024-06-07 20:41:33,P2P,669.0,Friday,upi
U136077,2024-06-07 20:42:07,P2P,4436.0,Friday,upi
U149757,2024-06-07 20:44:35,Bill Payment,492.0,Friday,upi
U80313,2024-06-07 20:46:56,P2P,4415.0,Friday,upi
W3984,2024-06-07 20:47:00,P2M,428.44,Friday,wallet
U243124,2024-06-07 20:47:26,P2P,219.0,Friday,upi
U87295,2024-06-07 20:48:26,Recharge,222.0,Friday,upi
U141351,2024-06-07 20:48:44,P2P,335.0,Friday,upi
U245965,2024-06-07 20:49:27,P2M,2526.0,Friday,upi
U66103,2024-06-07 20:50:07,P2M,1088.0,Friday,upi
U192522,2024-06-07 20:50:58,P2P,551.0,Friday,upi
U43080,2024-06-07 20:51:40,P2M,658.0,Friday,upi
U210933,2024-06-07 20:51:44,P2P,604.0,Friday,upi
U172909,2024-06-07 20:52:09,P2P,2215.0,Friday,upi
U230632,2024-06-07 20:57:00,P2M,1501.0,Friday,upi
U82367,2024-06-07 20:58:29,P2P,1217.0,Friday,upi
U109085,2024-06-07 20:58:38,P2M,2600.0,Friday,upi
U4763,2024-06-07 20:58:49,P2P,270.0,Friday,upi
U62353,2024-06-07 21:02:09,P2P,362.0,Friday,upi
U16774,2024-06-07 21:02:09,P2M,336.0,Friday,upi
U82083,2024-06-07 21:02:10,Bill Payment,1508.0,Friday,upi
U134521,2024-06-07 21:04:52,P2P,1149.0,Friday,upi
U121959,2024-06-07 21:06:12,P2M,1371.0,Friday,upi
U35971,2024-06-07 21:09:41,P2P,2104.0,Friday,upi
U166903,2024-06-07 21:18:30,P2P,374.0,Friday,upi
U72868,2024-06-07 21:22:39,P2M,386.0,Friday,upi
U36017,2024-06-07 21:23:54,Bill Payment,314.0,Friday,upi
U87136,2024-06-07 21:24:10,P2M,374.0,Friday,upi
U71148,2024-06-07 21:26:44,Bill Payment,550.0,Friday,upi
U103769,2024-06-07 21:28:20,P2P,489.0,Friday,upi
U168404,2024-06-07 21:30:06,P2M,467.0,Friday,upi
U87722,2024-06-07 21:30:23,P2P,1015.0,Friday,upi
U180493,2024-06-07 21:31:59,P2P,4174.0,Friday,upi
U203211,2024-06-07 21:33:21,P2P,132.0,Friday,upi
U55893,2024-06-07 21:34:23,P2P,2531.0,Friday,upi
U64405,2024-06-07 21:36:23,Bill Payment,1131.0,Friday,upi
U232834,2024-06-07 21:36:37,P2M,537.0,Friday,upi
U26159,2024-06-07 21:37:22,P2P,231.0,Friday,upi
U106569,2024-06-07 21:38:38,P2P,499.0,Friday,upi
U237124,2024-06-07 21:39:33,P2M,30.0,Friday,upi
U97498,2024-06-07 21:40:26,P2M,94.0,Friday,upi
U52080,2024-06-07 21:42:45,P2P,3286.0,Friday,upi
U222195,2024-06-07 21:44:18,P2P,1197.0,Friday,upi
U203528,2024-06-07 21:45:07,P2P,1192.0,Friday,upi
U179,2024-06-07 21:47:22,P2P,2148.0,Friday,upi
U240467,2024-06-07 21:48:07,P2P,2468.0,Friday,upi
U197287,2024-06-07 21:48:09,Recharge,2158.0,Friday,upi
U171158,2024-06-07 21:48:57,P2P,404.0,Friday,upi
U37098,2024-06-07 21:50:02,Recharge,3111.0,Friday,upi
U28085,2024-06-07 21:54:19,P2P,3372.0,Friday,upi
U154812,2024-06-07 21:54:52,P2M,1533.0,Friday,upi
U165347,2024-06-07 21:57:09,P2P,712.0,Friday,upi
U70798,2024-06-07 21:58:00,P2P,3524.0,Friday,upi
U199234,2024-06-07 21:58:11,P2P,1515.0,Friday,upi
U132521,2024-06-07 21:58:54,P2M,585.0,Friday,upi
U53220,2024-06-07 21:59:41,P2P,705.0,Friday,upi
U23208,2024-06-07 22:01:08,P2P,812.0,Friday,upi
U229262,2024-06-07 22:02:56,P2P,216.0,Friday,upi
U81782,2024-06-07 22:05:55,P2P,3683.0,Friday,upi
U199500,2024-06-07 22:13:40,P2P,121.0,Friday,upi
U175944,2024-06-07 22:18:02,P2M,246.0,Friday,upi
U201773,2024-06-07 22:23:09,P2P,409.0,Friday,upi
U204399,2024-06-07 22:28:40,Bill Payment,2488.0,Friday,upi
U81572,2024-06-07 22:29:32,P2M,286.0,Friday,upi
U65520,2024-06-07 22:29:39,P2M,336.0,Friday,upi
U140788,2024-06-07 22:30:26,P2P,1338.0,Friday,upi
U92005,2024-06-07 22:30:27,P2M,471.0,Friday,upi
U123484,2024-06-07 22:30:28,Bill Payment,562.0,Friday,upi
U221018,2024-06-07 22:32:38,P2P,635.0,Friday,upi
U199906,2024-06-07 22:37:23,P2M,1769.0,Friday,upi
U242504,2024-06-07 22:37:39,P2M,119.0,Friday,upi
U65997,2024-06-07 22:37:44,P2M,647.0,Friday,upi
U159178,2024-06-07 22:41:13,P2M,226.0,Friday,upi
U87588,2024-06-07 22:47:40,P2P,1521.0,Friday,upi
U158158,2024-06-07 22:49:52,P2M,1215.0,Friday,upi
U36000,2024-06-07 22:50:34,P2M,683.0,Friday,upi
U77252,2024-06-07 22:54:05,Recharge,2630.0,Friday,upi
U205106,2024-06-07 22:57:36,P2M,440.0,Friday,upi
U157135,2024-06-07 22:57:39,Bill Payment,444.0,Friday,upi
U225911,2024-06-07 22:58:09,P2P,419.0,Friday,upi
U143552,2024-06-07 23:07:58,P2M,255.0,Friday,upi
U168657,2024-06-07 23:10:18,Bill Payment,3755.0,Friday,upi
U212162,2024-06-07 23:16:22,P2M,1944.0,Friday,upi
U105718,2024-06-07 23:16:27,P2P,120.0,Friday,upi
U171319,2024-06-07 23:22:11,P2M,1399.0,Friday,upi
U49644,2024-06-07 23:26:40,P2M,446.0,Friday,upi
U89565,2024-06-07 23:47:53,P2M,1816.0,Friday,upi
U72573,2024-06-07 23:49:14,P2P,583.0,Friday,upi
U59109,2024-06-07 23:54:59,P2M,813.0,Friday,upi
U69924,2024-06-07 23:55:13,P2P,1835.0,Friday,upi
U84544,2024-06-07 23:55:15,P2M,337.0,Friday,upi
U170397,2024-06-07 23:56:27,P2P,628.0,Friday,upi
U62575,2024-06-08 00:00:44,P2P,102.0,Saturday,upi
U110802,2024-06-08 00:22:03,Bill Payment,2079.0,Saturday,upi
U245848,2024-06-08 00:23:10,P2M,475.0,Saturday,upi
U222605,2024-06-08 00:30:37,P2P,156.0,Saturday,upi
U235007,2024-06-08 00:32:22,P2P,1488.0,Saturday,upi
U220236,2024-06-08 00:42:43,P2P,1290.0,Saturday,upi
U208498,2024-06-08 00:59:08,P2M,2818.0,Saturday,upi
U218432,2024-06-08 01:12:37,P2P,724.0,Saturday,upi
U42362,2024-06-08 01:32:29,P2M,440.0,Saturday,upi
U43216,2024-06-08 01:42:01,P2M,243.0,Saturday,upi
U141589,2024-06-08 01:45:36,P2M,1676.0,Saturday,upi
U193659,2024-06-08 01:48:14,P2M,350.0,Saturday,upi
W3985,2024-06-08 01:54:00,P2M,3553.08,Saturday,wallet
U213197,2024-06-08 02:23:22,P2M,749.0,Saturday,upi
U105953,2024-06-08 02:25:46,P2P,70.0,Saturday,upi
W3986,2024-06-08 02:28:00,P2M,332.61,Saturday,wallet
U10302,2024-06-08 02:36:52,P2M,3633.0,Saturday,upi
U197681,2024-06-08 02:43:31,P2P,1503.0,Saturday,upi
U62239,2024-06-08 02:44:20,P2P,1848.0,Saturday,upi
U171359,2024-06-08 02:48:25,Bill Payment,2716.0,Saturday,upi
U148960,2024-06-08 03:25:07,P2P,250.0,Saturday,upi
W3987,2024-06-08 03:39:00,P2M,789.41,Saturday,wallet
U235242,2024-06-08 03:42:21,P2M,97.0,Saturday,upi
U174325,2024-06-08 03:45:49,P2P,2259.0,Saturday,upi
U243314,2024-06-08 03:54:03,Bill Payment,561.0,Saturday,upi
U94701,2024-06-08 03:54:04,Recharge,369.0,Saturday,upi
U105006,2024-06-08 03:58:41,P2M,743.0,Saturday,upi
U23956,2024-06-08 04:05:23,Bill Payment,173.0,Saturday,upi
U89459,2024-06-08 04:34:13,P2P,331.0,Saturday,upi
U134645,2024-06-08 05:02:09,P2M,313.0,Saturday,upi
U175534,2024-06-08 05:14:01,P2P,1001.0,Saturday,upi
U151701,2024-06-08 05:17:30,Bill Payment,653.0,Saturday,upi
U111485,2024-06-08 05:30:34,P2P,670.0,Saturday,upi
U80890,2024-06-08 05:35:47,P2P,503.0,Saturday,upi
U147925,2024-06-08 05:38:01,P2P,1665.0,Saturday,upi
U194268,2024-06-08 05:51:16,P2P,1580.0,Saturday,upi
U107894,2024-06-08 06:02:06,P2M,380.0,Saturday,upi
U190237,2024-06-08 06:04:23,P2M,241.0,Saturday,upi
U137460,2024-06-08 06:07:20,P2P,356.0,Saturday,upi
U136058,2024-06-08 06:08:50,P2M,1010.0,Saturday,upi
U147605,2024-06-08 06:09:18,Bill Payment,2306.0,Saturday,upi
U3157,2024-06-08 06:15:51,P2M,731.0,Saturday,upi
U135228,2024-06-08 06:20:33,P2P,527.0,Saturday,upi
U183974,2024-06-08 06:30:46,P2P,346.0,Saturday,upi
U111169,2024-06-08 06:32:05,P2M,346.0,Saturday,upi
U177915,2024-06-08 06:41:56,P2P,3965.0,Saturday,upi
W3990,2024-06-08 06:46:00,P2M,1384.13,Saturday,wallet
U31698,2024-06-08 06:50:31,Bill Payment,733.0,Saturday,upi
W3991,2024-06-08 07:01:00,P2M,4767.46,Saturday,wallet
U223795,2024-06-08 07:10:58,P2P,247.0,Saturday,upi
U162441,2024-06-08 07:13:13,P2M,381.0,Saturday,upi
U176908,2024-06-08 07:15:45,Recharge,236.0,Saturday,upi
U184461,2024-06-08 07:32:52,Bill Payment,134.0,Saturday,upi
U93174,2024-06-08 07:34:55,Bill Payment,1823.0,Saturday,upi
U230785,2024-06-08 07:37:04,Recharge,763.0,Saturday,upi
U183234,2024-06-08 07:46:19,P2M,132.0,Saturday,upi
U120971,2024-06-08 07:56:06,P2P,3618.0,Saturday,upi
U214806,2024-06-08 07:58:11,P2M,676.0,Saturday,upi
U174428,2024-06-08 08:01:11,P2M,1115.0,Saturday,upi
U129094,2024-06-08 08:03:40,P2P,617.0,Saturday,upi
U214181,2024-06-08 08:06:15,P2M,548.0,Saturday,upi
U12973,2024-06-08 08:12:47,P2P,1200.0,Saturday,upi
U223338,2024-06-08 08:13:58,Bill Payment,586.0,Saturday,upi
U227113,2024-06-08 08:15:42,P2M,528.0,Saturday,upi
U8480,2024-06-08 08:23:57,P2P,423.0,Saturday,upi
U177660,2024-06-08 08:25:09,Bill Payment,493.0,Saturday,upi
U85511,2024-06-08 08:27:06,P2P,3255.0,Saturday,upi
U181693,2024-06-08 08:27:41,P2M,4512.0,Saturday,upi
U90885,2024-06-08 08:29:07,P2M,833.0,Saturday,upi
U229783,2024-06-08 08:35:14,P2M,784.0,Saturday,upi
U147160,2024-06-08 08:44:26,P2P,711.0,Saturday,upi
U50663,2024-06-08 08:45:11,P2P,199.0,Saturday,upi
U181753,2024-06-08 08:45:30,P2M,73.0,Saturday,upi
U42829,2024-06-08 08:52:45,Bill Payment,3273.0,Saturday,upi
U193172,2024-06-08 08:53:05,Bill Payment,3247.0,Saturday,upi
U13208,2024-06-08 08:53:54,Bill Payment,1290.0,Saturday,upi
U110106,2024-06-08 08:58:31,P2M,2700.0,Saturday,upi
U209661,2024-06-08 08:58:52,P2M,1735.0,Saturday,upi
U233780,2024-06-08 09:06:14,Recharge,1155.0,Saturday,upi
U147255,2024-06-08 09:10:18,Bill Payment,1780.0,Saturday,upi
U99864,2024-06-08 09:10:27,P2P,523.0,Saturday,upi
U8311,2024-06-08 09:11:04,P2M,2158.0,Saturday,upi
U159716,2024-06-08 09:15:27,P2M,453.0,Saturday,upi
U48660,2024-06-08 09:15:28,P2M,319.0,Saturday,upi
U246808,2024-06-08 09:15:37,P2M,2801.0,Saturday,upi
U181008,2024-06-08 09:20:03,P2M,3585.0,Saturday,upi
U64423,2024-06-08 09:23:28,Bill Payment,139.0,Saturday,upi
U176602,2024-06-08 09:27:23,P2M,182.0,Saturday,upi
U212629,2024-06-08 09:27:41,P2P,630.0,Saturday,upi
U57874,2024-06-08 09:28:12,Recharge,2796.0,Saturday,upi
U151794,2024-06-08 09:29:03,Recharge,2189.0,Saturday,upi
U159388,2024-06-08 09:36:44,P2P,4178.0,Saturday,upi
U88943,2024-06-08 09:37:46,P2P,1967.0,Saturday,upi
U57016,2024-06-08 09:38:21,P2M,937.0,Saturday,upi
U186826,2024-06-08 09:41:45,P2P,334.0,Saturday,upi
U214846,2024-06-08 09:42:44,P2M,1779.0,Saturday,upi
U89026,2024-06-08 09:45:49,P2M,465.0,Saturday,upi
U29677,2024-06-08 09:45:51,P2M,807.0,Saturday,upi
U1394,2024-06-08 09:47:30,P2P,365.0,Saturday,upi
U60518,2024-06-08 09:50:19,P2P,202.0,Saturday,upi
U154366,2024-06-08 09:53:17,P2M,481.0,Saturday,upi
U166659,2024-06-08 09:56:06,Bill Payment,158.0,Saturday,upi
U81554,2024-06-08 09:59:35,P2P,1106.0,Saturday,upi
U40571,2024-06-08 10:03:30,P2M,75.0,Saturday,upi
W3992,2024-06-08 10:09:00,P2M,2342.6,Saturday,wallet
U31607,2024-06-08 10:09:10,P2P,1185.0,Saturday,upi
U11525,2024-06-08 10:09:15,P2P,3624.0,Saturday,upi
U230830,2024-06-08 10:09:38,P2M,1042.0,Saturday,upi
U50939,2024-06-08 10:12:03,P2M,3014.0,Saturday,upi
U85846,2024-06-08 10:13:29,Bill Payment,111.0,Saturday,upi
U47944,2024-06-08 10:13:44,Bill Payment,1517.0,Saturday,upi
U817,2024-06-08 10:14:46,P2P,746.0,Saturday,upi
U129960,2024-06-08 10:15:00,Bill Payment,2923.0,Saturday,upi
U183757,2024-06-08 10:15:22,P2M,2209.0,Saturday,upi
U27118,2024-06-08 10:15:41,P2M,394.0,Saturday,upi
